"","species","lon","lat","month","year","present"
"65","Calvatia gigantea",-2.87083333333333,52.3458333333333,10,2002,0
"66","Calvatia gigantea",-8.85416666666667,51.8958333333333,4,2019,0
"67","Calvatia gigantea",-7.40416666666667,57.4541666666667,9,2003,0
"68","Calvatia gigantea",-8.0625,52.8541666666667,10,1997,0
"69","Calvatia gigantea",3.97083333333333,49.4875,8,2018,0
"70","Calvatia gigantea",2.8625,49.4958333333333,7,2019,0
"71","Calvatia gigantea",-3.64583333333333,52.8625,12,2004,0
"72","Calvatia gigantea",0.104166666666666,52.1291666666667,12,2004,0
"73","Calvatia gigantea",-4.4625,53.2291666666667,7,1984,0
"74","Calvatia gigantea",-9.57916666666667,52.4625,3,1998,0
"75","Calvatia gigantea",2.29583333333333,49.2541666666667,12,1990,0
"76","Calvatia gigantea",-6.2375,53.4958333333333,2,2018,0
"77","Calvatia gigantea",-4.27083333333333,50.8875,6,1985,0
"78","Calvatia gigantea",-0.6625,51.0375,9,2017,0
"79","Calvatia gigantea",-2.2875,51.8041666666667,5,2001,0
"80","Calvatia gigantea",-0.6875,53.2375,10,1996,0
"81","Calvatia gigantea",-3.52916666666667,56.7791666666667,5,1983,0
"82","Calvatia gigantea",-1.85416666666667,54.3125,5,1983,0
"83","Calvatia gigantea",-4.4125,57.0125,11,2016,0
"84","Calvatia gigantea",-2.8875,53.2125,1,1994,0
"85","Calvatia gigantea",-1.22916666666667,52.7958333333333,2,1993,0
"86","Calvatia gigantea",-0.745833333333334,51.9875,1,2006,0
"87","Calvatia gigantea",-0.179166666666667,52.0958333333333,9,2018,0
"88","Calvatia gigantea",-3.9875,57.7375,10,2000,0
"89","Calvatia gigantea",-2.49583333333333,53.0125,11,1997,0
"90","Calvatia gigantea",-2.7875,56.6958333333333,9,2000,0
"91","Calvatia gigantea",3.6875,51.6958333333333,7,1989,0
"92","Calvatia gigantea",-7.49583333333333,53.2291666666667,11,2004,0
"93","Calvatia gigantea",-1.02083333333333,54.1625,12,1995,0
"94","Calvatia gigantea",2.5375,50.6958333333333,9,2006,0
"95","Calvatia gigantea",3.4375,50.8958333333333,10,1985,0
"96","Calvatia gigantea",-0.704166666666667,54.4458333333333,11,2014,0
"97","Calvatia gigantea",-2.75416666666667,55.2375,11,2015,0
"98","Calvatia gigantea",-2.92083333333333,51.3458333333333,12,2015,0
"99","Calvatia gigantea",0.979166666666666,49.4625,11,1985,0
"100","Calvatia gigantea",1.9375,50.7625,3,1984,0
"101","Calvatia gigantea",3.3375,49.0458333333333,2,1981,0
"102","Calvatia gigantea",-3.8375,50.5958333333333,2,1985,0
"103","Calvatia gigantea",-3.92083333333333,55.8125,2,1980,0
"104","Calvatia gigantea",-6.70416666666667,52.4625,5,1986,0
"105","Calvatia gigantea",-2.5125,57.3625,4,2015,0
"106","Calvatia gigantea",-2.79583333333333,54.8458333333333,8,1988,0
"107","Calvatia gigantea",0.6625,49.4541666666667,3,1984,0
"108","Calvatia gigantea",-10.2791666666667,51.8458333333333,9,2016,0
"109","Calvatia gigantea",3.30416666666667,49.2291666666667,12,2005,0
"110","Calvatia gigantea",-2.59583333333333,59.1375,3,1984,0
"111","Calvatia gigantea",-2.37916666666667,54.8208333333333,6,1983,0
"112","Calvatia gigantea",-0.854166666666666,53.3041666666667,11,1999,0
"113","Calvatia gigantea",-0.845833333333333,53.9541666666667,11,1981,0
"114","Calvatia gigantea",-9.52083333333333,52.3208333333333,10,2013,0
"115","Calvatia gigantea",-2.94583333333333,51.2208333333333,12,1998,0
"116","Calvatia gigantea",-2.19583333333333,51.2541666666667,12,1981,0
"117","Calvatia gigantea",0.770833333333334,49.4541666666667,8,1988,0
"118","Calvatia gigantea",-3.12916666666667,55.6291666666667,10,2018,0
"119","Calvatia gigantea",-2.6125,51.1375,8,1994,0
"120","Calvatia gigantea",1.0875,52.2208333333333,11,2006,0
"121","Calvatia gigantea",-1.0375,54.6041666666667,12,2000,0
"122","Calvatia gigantea",-6.24583333333333,54.3958333333333,8,1986,0
"123","Calvatia gigantea",3.80416666666667,50.3208333333333,6,2002,0
"124","Calvatia gigantea",-1.15416666666667,51.1708333333333,7,2015,0
"125","Calvatia gigantea",-0.2125,51.6041666666667,1,1994,0
"126","Calvatia gigantea",-4.97916666666667,56.9041666666667,10,1985,0
"127","Calvatia gigantea",2.99583333333333,49.8875,6,1991,0
"128","Calvatia gigantea",3.9375,49.0208333333333,12,2018,0
"129","Calvatia gigantea",-1.65416666666667,54.7958333333333,11,2008,0
"130","Calvatia gigantea",-4.75416666666667,50.3708333333333,5,2020,0
"131","Calvatia gigantea",-9.09583333333333,52.7958333333333,9,1980,0
"132","Calvatia gigantea",-4.10416666666667,58.1041666666667,4,2019,0
"133","Calvatia gigantea",-6.94583333333333,54.2625,5,2019,0
"134","Calvatia gigantea",-4.47916666666667,50.9458333333333,1,1991,0
"135","Calvatia gigantea",-0.554166666666667,52.6875,8,1981,0
"136","Calvatia gigantea",-7.37083333333333,53.3458333333333,1,2016,0
"137","Calvatia gigantea",-2.37916666666667,55.9041666666667,7,1983,0
"138","Calvatia gigantea",-1.57083333333333,49.0791666666667,8,2008,0
"139","Calvatia gigantea",0.645833333333334,49.1375,5,1990,0
"140","Calvatia gigantea",-4.0875,51.0791666666667,1,1986,0
"141","Calvatia gigantea",2.70416666666667,50.7541666666667,11,1989,0
"142","Calvatia gigantea",-8.84583333333333,53.6625,9,1980,0
"143","Calvatia gigantea",-5.1875,51.7541666666667,6,2012,0
"144","Calvatia gigantea",-0.362500000000001,52.3541666666667,4,2002,0
"145","Calvatia gigantea",-7.9125,54.0125,9,1985,0
"146","Calvatia gigantea",-8.02083333333333,52.4291666666667,1,2008,0
"147","Calvatia gigantea",3.1375,50.8291666666667,7,1998,0
"148","Calvatia gigantea",-8.44583333333333,52.3458333333333,1,2015,0
"149","Calvatia gigantea",1.84583333333333,49.7208333333333,1,2000,0
"150","Calvatia gigantea",0.362499999999999,52.0041666666667,11,2018,0
"151","Calvatia gigantea",0.695833333333333,52.4541666666667,12,2005,0
"152","Calvatia gigantea",-7.32916666666667,52.1625,1,2009,0
"153","Calvatia gigantea",-2.5375,57.4208333333333,1,1993,0
"154","Calvatia gigantea",-2.05416666666667,55.0541666666667,1,2011,0
"155","Calvatia gigantea",-8.44583333333333,54.5708333333333,10,2016,0
"156","Calvatia gigantea",-3.2625,52.5458333333333,12,1998,0
"157","Calvatia gigantea",-2.1625,51.5458333333333,4,1996,0
"158","Calvatia gigantea",-7.35416666666667,52.4541666666667,12,2002,0
"159","Calvatia gigantea",-1.8375,54.7791666666667,1,2017,0
"160","Calvatia gigantea",-2.27916666666667,52.4291666666667,8,1996,0
"161","Calvatia gigantea",-6.8625,53.3875,12,1980,0
"162","Calvatia gigantea",-0.245833333333334,50.8541666666667,11,2003,0
"163","Calvatia gigantea",1.6375,50.6625,2,1984,0
"164","Calvatia gigantea",-2.2375,54.5791666666667,2,2009,0
"165","Calvatia gigantea",3.5625,49.2291666666667,12,2008,0
"166","Calvatia gigantea",-2.05416666666667,49.1875,6,2012,0
"167","Calvatia gigantea",-10.2458333333333,51.8708333333333,2,2009,0
"168","Calvatia gigantea",1.89583333333333,50.5208333333333,11,2009,0
"169","Calvatia gigantea",-2.5375,54.5875,1,1981,0
"170","Calvatia gigantea",-0.295833333333334,51.5958333333333,12,2020,0
"171","Calvatia gigantea",3.12083333333333,50.8458333333333,11,2003,0
"172","Calvatia gigantea",2.64583333333333,49.2041666666667,12,2014,0
"173","Calvatia gigantea",-4.80416666666667,56.1875,4,1984,0
"174","Calvatia gigantea",-9.24583333333333,51.9541666666667,11,2016,0
"175","Calvatia gigantea",-2.02083333333333,57.5791666666667,2,1992,0
"176","Calvatia gigantea",1.75416666666667,49.8541666666667,1,2005,0
"177","Calvatia gigantea",-7.8375,54.5375,6,1987,0
"178","Calvatia gigantea",-1.19583333333333,52.9791666666667,3,2009,0
"179","Calvatia gigantea",-1.29583333333333,52.9208333333333,12,1995,0
"180","Calvatia gigantea",1.42083333333333,52.7458333333333,4,1984,0
"181","Calvatia gigantea",-8.1375,54.7958333333333,11,2010,0
"182","Calvatia gigantea",2.5375,49.4208333333333,5,1997,0
"183","Calvatia gigantea",-9.62083333333333,53.3958333333333,3,1994,0
"184","Calvatia gigantea",-7.4125,53.9041666666667,8,1994,0
"185","Calvatia gigantea",-4.8875,57.9375,11,2015,0
"186","Calvatia gigantea",-3.02916666666667,55.4541666666667,11,2004,0
"187","Calvatia gigantea",-2.75416666666667,53.1875,8,1987,0
"188","Calvatia gigantea",-2.87916666666667,54.9458333333333,4,1988,0
"189","Calvatia gigantea",0.0958333333333332,52.6291666666667,11,1994,0
"190","Calvatia gigantea",-3.05416666666667,54.6291666666667,9,2002,0
"191","Calvatia gigantea",-0.595833333333333,53.8041666666667,5,1991,0
"192","Calvatia gigantea",3.55416666666667,49.2291666666667,4,2001,0
"193","Calvatia gigantea",-2.9375,51.9041666666667,6,2018,0
"194","Calvatia gigantea",-7.3625,52.3625,11,2004,0
"195","Calvatia gigantea",-1.69583333333333,53.8291666666667,8,1993,0
"196","Calvatia gigantea",-2.6625,53.5041666666667,2,1983,0
"197","Calvatia gigantea",3.22916666666667,50.6625,7,1984,0
"198","Calvatia gigantea",-6.5375,52.5875,9,2004,0
"199","Calvatia gigantea",-2.47083333333333,50.9791666666667,2,1991,0
"200","Calvatia gigantea",-2.67083333333333,57.0541666666667,3,2012,0
"201","Calvatia gigantea",-0.420833333333334,51.7375,3,1994,0
"202","Calvatia gigantea",0.970833333333333,52.6041666666667,11,2009,0
"203","Calvatia gigantea",0.245833333333334,50.8208333333333,9,1997,0
"204","Calvatia gigantea",-6.17916666666667,56.5791666666667,5,2016,0
"205","Calvatia gigantea",-1.32916666666667,53.1291666666667,8,1989,0
"206","Calvatia gigantea",-6.90416666666667,55.0458333333333,6,2012,0
"207","Calvatia gigantea",-3.14583333333333,51.1625,4,2019,0
"208","Calvatia gigantea",-6.92916666666667,52.3625,3,1993,0
"209","Calvatia gigantea",0.554166666666667,51.1625,6,1995,0
"210","Calvatia gigantea",-1.72916666666667,51.1958333333333,7,2018,0
"211","Calvatia gigantea",-3.27083333333333,51.7125,11,1998,0
"212","Calvatia gigantea",1.52916666666667,49.8541666666667,1,1991,0
"213","Calvatia gigantea",-4.5875,54.8041666666667,4,1982,0
"214","Calvatia gigantea",-7.95416666666667,55.1541666666667,9,2008,0
"215","Calvatia gigantea",2.35416666666667,50.0541666666667,1,2016,0
"216","Calvatia gigantea",-5.37916666666667,56.0291666666667,10,1987,0
"217","Calvatia gigantea",1.0625,52.6708333333333,8,2000,0
"218","Calvatia gigantea",2.7125,49.7375,9,2001,0
"219","Calvatia gigantea",-2.34583333333333,54.5625,2,1980,0
"220","Calvatia gigantea",-0.6875,49.2125,8,1985,0
"221","Calvatia gigantea",-4.55416666666667,57.1708333333333,4,1987,0
"222","Calvatia gigantea",-1.94583333333333,53.5958333333333,4,2015,0
"223","Calvatia gigantea",-6.2375,54.7291666666667,8,1983,0
"224","Calvatia gigantea",3.80416666666667,49.3958333333333,12,2018,0
"225","Calvatia gigantea",-7.39583333333333,52.4458333333333,5,1987,0
"226","Calvatia gigantea",1.9375,49.0625,11,2009,0
"227","Calvatia gigantea",-3.17083333333333,57.6875,4,2000,0
"228","Calvatia gigantea",3.0625,50.7458333333333,8,1997,0
"229","Calvatia gigantea",1.87083333333333,49.1458333333333,7,1987,0
"230","Calvatia gigantea",0.645833333333334,52.2125,10,1984,0
"231","Calvatia gigantea",-0.545833333333334,52.1791666666667,3,1998,0
"232","Calvatia gigantea",-0.6875,52.7791666666667,3,1992,0
"233","Calvatia gigantea",-8.85416666666667,53.1458333333333,9,2007,0
"234","Calvatia gigantea",-2.04583333333333,53.8625,9,1995,0
"235","Calvatia gigantea",-1.5625,53.1708333333333,4,2012,0
"236","Calvatia gigantea",0.845833333333333,51.8958333333333,1,2008,0
"237","Calvatia gigantea",-0.237500000000001,53.6375,4,2011,0
"238","Calvatia gigantea",-3.92916666666667,56.4291666666667,11,1983,0
"239","Calvatia gigantea",-6.50416666666667,58.1208333333333,12,1992,0
"240","Calvatia gigantea",-4.74583333333333,50.5041666666667,5,1984,0
"241","Calvatia gigantea",-3.0375,51.0458333333333,9,1997,0
"242","Calvatia gigantea",0.154166666666667,49.5708333333333,3,1993,0
"243","Calvatia gigantea",-6.47916666666667,52.6208333333333,11,1984,0
"244","Calvatia gigantea",-2.4125,51.3458333333333,6,1997,0
"245","Calvatia gigantea",-6.8625,53.4041666666667,9,2003,0
"246","Calvatia gigantea",-0.420833333333334,53.8291666666667,1,1999,0
"247","Calvatia gigantea",-1.8875,52.3125,5,2018,0
"248","Calvatia gigantea",-5.70416666666667,55.5791666666667,9,2017,0
"249","Calvatia gigantea",-8.97083333333333,53.4375,3,2005,0
"250","Calvatia gigantea",0.945833333333333,49.4041666666667,11,1991,0
"251","Calvatia gigantea",-7.44583333333333,54.4041666666667,4,1988,0
"252","Calvatia gigantea",0.762499999999999,51.5875,12,1996,0
"253","Calvatia gigantea",-8.3625,52.7541666666667,8,1984,0
"254","Calvatia gigantea",-3.97083333333333,56.1375,4,2011,0
"255","Calvatia gigantea",1.95416666666667,49.6708333333333,2,1982,0
"256","Calvatia gigantea",-1.5875,54.9375,10,1981,0
"257","Calvatia gigantea",-0.862500000000001,52.7708333333333,4,2010,0
"258","Calvatia gigantea",-4.82083333333333,57.0125,11,2014,0
"259","Calvatia gigantea",3.77916666666667,51.0791666666667,1,2019,0
"260","Calvatia gigantea",-4.47083333333333,54.7458333333333,8,1986,0
"261","Calvatia gigantea",-3.77083333333333,57.0125,1,1986,0
"262","Calvatia gigantea",-0.895833333333334,52.2125,3,1984,0
"263","Calvatia gigantea",-2.9875,51.0791666666667,4,1986,0
"264","Calvatia gigantea",1.02916666666667,49.3708333333333,12,2011,0
"265","Calvatia gigantea",-1.19583333333333,50.8041666666667,10,2007,0
"266","Calvatia gigantea",-10.0041666666667,53.4208333333333,1,1998,0
"267","Calvatia gigantea",-4.19583333333333,56.7791666666667,6,2017,0
"268","Calvatia gigantea",-3.6375,55.7291666666667,9,2002,0
"269","Calvatia gigantea",-5.20416666666667,55.4875,3,2009,0
"270","Calvatia gigantea",-5.27083333333333,57.2375,8,2015,0
"271","Calvatia gigantea",-1.5375,53.9291666666667,6,2020,0
"272","Calvatia gigantea",-1.47916666666667,49.3125,3,1987,0
"273","Calvatia gigantea",-7.6125,54.0541666666667,3,1982,0
"274","Calvatia gigantea",-8.80416666666667,51.8208333333333,9,1987,0
"275","Calvatia gigantea",-9.0875,52.7875,2,1983,0
"276","Calvatia gigantea",2.10416666666667,50.2541666666667,5,2007,0
"277","Calvatia gigantea",-4.55416666666667,56.4125,7,1982,0
"278","Calvatia gigantea",-4.10416666666667,56.8708333333333,2,1996,0
"279","Calvatia gigantea",-4.27083333333333,51.9958333333333,2,1994,0
"280","Calvatia gigantea",-3.4375,55.4208333333333,6,2014,0
"281","Calvatia gigantea",2.77916666666667,50.5958333333333,6,1995,0
"282","Calvatia gigantea",-1.17916666666667,53.8125,12,1985,0
"283","Calvatia gigantea",-0.479166666666666,51.7541666666667,8,1988,0
"284","Calvatia gigantea",-1.09583333333333,54.5708333333333,1,2009,0
"285","Calvatia gigantea",-6.19583333333333,54.5458333333333,2,1981,0
"286","Calvatia gigantea",-1.1875,53.1958333333333,3,1999,0
"287","Calvatia gigantea",-3.17916666666667,55.5791666666667,11,1986,0
"288","Calvatia gigantea",1.37916666666667,49.4708333333333,8,1982,0
"289","Calvatia gigantea",-8.49583333333333,51.8041666666667,9,2004,0
"290","Calvatia gigantea",-2.27083333333333,51.3208333333333,3,1988,0
"291","Calvatia gigantea",-8.10416666666667,52.6875,2,1987,0
"292","Calvatia gigantea",-4.9375,57.7875,4,1991,0
"293","Calvatia gigantea",-2.7625,53.0375,10,2008,0
"294","Calvatia gigantea",-8.1875,51.9291666666667,9,2015,0
"295","Calvatia gigantea",-7.8125,54.1791666666667,5,1987,0
"296","Calvatia gigantea",-9.32083333333333,54.1125,1,2004,0
"297","Calvatia gigantea",-6.77083333333333,54.9791666666667,3,1996,0
"298","Calvatia gigantea",-8.59583333333333,52.6208333333333,12,2012,0
"299","Calvatia gigantea",-0.9375,52.0541666666667,9,2012,0
"300","Calvatia gigantea",-1.84583333333333,54.5041666666667,4,2003,0
"301","Calvatia gigantea",-3.07916666666667,52.5958333333333,1,2006,0
"302","Calvatia gigantea",-7.27916666666667,55.0208333333333,4,2018,0
"303","Calvatia gigantea",-3.89583333333333,52.4458333333333,7,2018,0
"304","Calvatia gigantea",-4.12083333333333,56.3625,11,1988,0
"305","Calvatia gigantea",-6.89583333333333,57.8958333333333,5,1987,0
"306","Calvatia gigantea",-8.5875,54.6791666666667,4,1984,0
"307","Calvatia gigantea",-2.24583333333333,50.8875,8,2018,0
"308","Calvatia gigantea",-0.695833333333333,52.7625,12,2016,0
"309","Calvatia gigantea",-0.2125,51.4125,1,1991,0
"310","Calvatia gigantea",-8.60416666666667,53.6791666666667,3,1997,0
"311","Calvatia gigantea",-4.6625,56.1208333333333,5,2003,0
"312","Calvatia gigantea",0.870833333333334,49.6625,1,1981,0
"313","Calvatia gigantea",-2.67916666666667,50.7708333333333,1,1990,0
"314","Calvatia gigantea",-3.02916666666667,55.5041666666667,7,2014,0
"315","Calvatia gigantea",0.595833333333333,51.5958333333333,9,1983,0
"316","Calvatia gigantea",-6.0625,57.1625,4,1983,0
"317","Calvatia gigantea",-8.05416666666667,53.3125,7,1986,0
"318","Calvatia gigantea",1.09583333333333,51.1125,6,1996,0
"319","Calvatia gigantea",-2.9375,57.1458333333333,5,2012,0
"320","Calvatia gigantea",-3.9375,52.4375,3,1986,0
"321","Calvatia gigantea",-3.02916666666667,54.5208333333333,2,1987,0
"322","Calvatia gigantea",3.17083333333333,50.9458333333333,11,2017,0
"323","Calvatia gigantea",-1.6875,53.4458333333333,2,1987,0
"324","Calvatia gigantea",-6.12083333333333,54.1541666666667,3,2014,0
"325","Calvatia gigantea",-7.02083333333333,54.2208333333333,2,1991,0
"326","Calvatia gigantea",-8.6125,52.6541666666667,10,2020,0
"327","Calvatia gigantea",-2.1125,55.3208333333333,4,1980,0
"328","Calvatia gigantea",-0.904166666666667,49.1541666666667,2,1982,0
"329","Calvatia gigantea",-7.07916666666667,53.2208333333333,1,2002,0
"330","Calvatia gigantea",-9.40416666666667,52.2708333333333,6,2020,0
"331","Calvatia gigantea",2.8875,50.3791666666667,5,2010,0
"332","Calvatia gigantea",-4.5875,56.1958333333333,2,1994,0
"333","Calvatia gigantea",-1.97916666666667,50.6958333333333,6,2001,0
"334","Calvatia gigantea",-3.22083333333333,53.1291666666667,7,1998,0
"335","Calvatia gigantea",-0.3125,51.7541666666667,12,1998,0
"336","Calvatia gigantea",-8.07916666666667,53.0875,1,2017,0
"337","Calvatia gigantea",-6.62083333333333,58.0291666666667,2,1996,0
"338","Calvatia gigantea",0.845833333333333,49.2458333333333,7,1987,0
"339","Calvatia gigantea",-1.45416666666667,51.5875,10,2015,0
"340","Calvatia gigantea",-1.17083333333333,53.9541666666667,2,1991,0
"341","Calvatia gigantea",-7.0125,52.9708333333333,7,1984,0
"342","Calvatia gigantea",-4.07083333333333,52.1958333333333,7,2014,0
"343","Calvatia gigantea",-6.9625,52.7541666666667,7,2015,0
"344","Calvatia gigantea",-4.57916666666667,50.4041666666667,2,2018,0
"345","Calvatia gigantea",-3.4375,50.8208333333333,3,1980,0
"346","Calvatia gigantea",-3.57083333333333,57.2291666666667,3,2000,0
"347","Calvatia gigantea",-5.50416666666667,56.7125,9,2004,0
"348","Calvatia gigantea",3.9625,50.4041666666667,11,1980,0
"349","Calvatia gigantea",-0.195833333333333,53.8375,6,1989,0
"350","Calvatia gigantea",2.05416666666667,50.2458333333333,12,1990,0
"351","Calvatia gigantea",-2.9125,54.6375,7,2013,0
"352","Calvatia gigantea",-2.9125,54.3125,6,2019,0
"353","Calvatia gigantea",-2.67083333333333,57.6291666666667,4,2010,0
"354","Calvatia gigantea",-10.1125,51.8125,11,1981,0
"355","Calvatia gigantea",-1.42916666666667,60.4208333333333,1,1996,0
"356","Calvatia gigantea",-0.895833333333334,51.4875,1,1999,0
"357","Calvatia gigantea",-5.6875,55.4041666666667,7,2011,0
"358","Calvatia gigantea",3.89583333333333,50.7791666666667,12,2009,0
"359","Calvatia gigantea",-3.97083333333333,52.6541666666667,11,1989,0
"360","Calvatia gigantea",-1.55416666666667,53.3291666666667,11,2012,0
"361","Calvatia gigantea",1.57916666666667,50.3541666666667,8,2014,0
"362","Calvatia gigantea",-7.82083333333333,53.2541666666667,2,2002,0
"363","Calvatia gigantea",-4.8375,56.6791666666667,2,2011,0
"364","Calvatia gigantea",-3.77916666666667,55.7625,9,2018,0
"365","Calvatia gigantea",3.67916666666667,51.2291666666667,3,2014,0
"366","Calvatia gigantea",-0.670833333333334,51.2125,5,2012,0
"367","Calvatia gigantea",-0.270833333333334,52.1708333333333,4,1981,0
"368","Calvatia gigantea",-7.7125,54.5875,2,1997,0
"369","Calvatia gigantea",-3.1125,52.9375,2,2018,0
"370","Calvatia gigantea",-6.07083333333333,57.2875,2,2019,0
"371","Calvatia gigantea",-1.04583333333333,49.2625,4,1981,0
"372","Calvatia gigantea",-5.27083333333333,56.1291666666667,1,1983,0
"373","Calvatia gigantea",-0.5625,54.1041666666667,12,2008,0
"374","Calvatia gigantea",-3.17083333333333,51.6875,4,1981,0
"375","Calvatia gigantea",-9.1625,53.3875,11,1997,0
"376","Calvatia gigantea",-4.44583333333333,53.2958333333333,9,2002,0
"377","Calvatia gigantea",-2.9375,56.9791666666667,12,1986,0
"378","Calvatia gigantea",-9.02916666666667,53.5458333333333,2,1998,0
"379","Calvatia gigantea",-0.8125,53.0041666666667,3,1994,0
"380","Calvatia gigantea",-8.37916666666667,51.7791666666667,9,1984,0
"381","Calvatia gigantea",1.75416666666667,50.7875,7,1986,0
"382","Calvatia gigantea",-4.2875,56.9458333333333,2,2001,0
"383","Calvatia gigantea",1.60416666666667,50.4375,10,2003,0
"384","Calvatia gigantea",-9.4375,52.6958333333333,11,1981,0
"385","Calvatia gigantea",-2.84583333333333,52.4375,2,2020,0
"386","Calvatia gigantea",-8.87083333333333,52.4458333333333,8,2001,0
"387","Calvatia gigantea",-8.2625,54.3625,6,2011,0
"388","Calvatia gigantea",-7.7875,54.6958333333333,11,2007,0
"389","Calvatia gigantea",-0.970833333333333,52.1208333333333,8,1992,0
"390","Calvatia gigantea",-3.57083333333333,58.1625,11,2005,0
"391","Calvatia gigantea",-9.67083333333333,54.2791666666667,3,2004,0
"392","Calvatia gigantea",-2.9875,55.9041666666667,4,1989,0
"393","Calvatia gigantea",-5.67916666666667,56.6541666666667,3,1997,0
"394","Calvatia gigantea",-1.25416666666667,52.0625,4,1996,0
"395","Calvatia gigantea",-4.0625,55.9708333333333,4,2017,0
"396","Calvatia gigantea",-4.24583333333333,55.2958333333333,4,1994,0
"397","Calvatia gigantea",2.32083333333333,49.4375,8,1987,0
"398","Calvatia gigantea",-7.62083333333333,52.7541666666667,2,1997,0
"399","Calvatia gigantea",2.42916666666667,50.6208333333333,3,1998,0
"400","Calvatia gigantea",1.67083333333333,50.7458333333333,6,2013,0
