"","species","lon","lat","month","year","present"
"39","Calvatia gigantea",-6.10416666666667,54.4791666666667,1,2009,0
"40","Calvatia gigantea",-2.69583333333333,57.1958333333333,5,2005,0
"41","Calvatia gigantea",-3.12083333333333,52.2208333333333,11,1997,0
"42","Calvatia gigantea",-5.85416666666667,54.5541666666667,1,1998,0
"43","Calvatia gigantea",-4.4375,50.5458333333333,1,2019,0
"44","Calvatia gigantea",-6.5125,53.6458333333333,2,2011,0
"45","Calvatia gigantea",-1.47916666666667,51.7541666666667,7,2015,0
"46","Calvatia gigantea",-4.67083333333333,58.0458333333333,11,2012,0
"47","Calvatia gigantea",-6.2375,52.9541666666667,1,1985,0
"48","Calvatia gigantea",2.72916666666667,50.7791666666667,1,1980,0
"49","Calvatia gigantea",-8.6875,53.9541666666667,5,2015,0
"50","Calvatia gigantea",-2.0625,57.4625,10,2016,0
"51","Calvatia gigantea",-4.9625,58.1791666666667,5,1989,0
"52","Calvatia gigantea",-7.85416666666667,53.1625,7,2011,0
"53","Calvatia gigantea",-5.07916666666667,51.8791666666667,6,1987,0
"54","Calvatia gigantea",1.99583333333333,50.0375,11,1980,0
"55","Calvatia gigantea",-1.94583333333333,55.6375,3,1998,0
"56","Calvatia gigantea",-5.40416666666667,50.1125,3,1994,0
"57","Calvatia gigantea",-6.25416666666667,54.6791666666667,9,2000,0
"58","Calvatia gigantea",-1.57083333333333,52.3375,1,2001,0
"59","Calvatia gigantea",-1.32916666666667,54.0541666666667,7,1991,0
"60","Calvatia gigantea",-9.0125,51.5958333333333,11,1994,0
"61","Calvatia gigantea",-8.89583333333333,53.3958333333333,11,1996,0
"62","Calvatia gigantea",-3.92916666666667,51.9875,6,2008,0
"63","Calvatia gigantea",-3.42083333333333,54.4208333333333,2,1986,0
"64","Calvatia gigantea",-3.92083333333333,56.4625,12,1999,0
"65","Calvatia gigantea",-3.50416666666667,57.1125,5,1990,0
"66","Calvatia gigantea",-3.2875,50.7208333333333,9,2018,0
"67","Calvatia gigantea",-8.3375,54.8125,8,2001,0
"68","Calvatia gigantea",1.5625,49.8125,10,1994,0
"69","Calvatia gigantea",-3.69583333333333,56.4791666666667,8,2014,0
"70","Calvatia gigantea",-8.69583333333333,51.7875,10,2009,0
"71","Calvatia gigantea",-4.5875,55.7041666666667,3,2004,0
"72","Calvatia gigantea",-1.8875,50.9375,12,2011,0
"73","Calvatia gigantea",3.8375,49.2708333333333,3,1980,0
"74","Calvatia gigantea",-9.2625,51.7625,1,2005,0
"75","Calvatia gigantea",-3.02916666666667,53.4041666666667,1,2003,0
"76","Calvatia gigantea",-4.24583333333333,55.7791666666667,5,2011,0
"77","Calvatia gigantea",-10.1041666666667,51.6125,9,2016,0
"78","Calvatia gigantea",2.9875,49.9958333333333,3,1997,0
"79","Calvatia gigantea",2.87083333333333,50.2541666666667,2,1984,0
"80","Calvatia gigantea",1.17916666666667,49.9375,10,1996,0
"81","Calvatia gigantea",-3.8125,57.4958333333333,10,2009,0
"82","Calvatia gigantea",-7.1375,53.5041666666667,3,2002,0
"83","Calvatia gigantea",-5.97083333333333,54.8875,9,2007,0
"84","Calvatia gigantea",-2.74583333333333,55.1541666666667,2,2007,0
"85","Calvatia gigantea",2.17916666666667,49.6958333333333,1,1980,0
"86","Calvatia gigantea",-6.3875,53.3875,9,1997,0
"87","Calvatia gigantea",-2.37916666666667,55.5375,12,1987,0
"88","Calvatia gigantea",-9.29583333333333,52.4875,2,2014,0
"89","Calvatia gigantea",-2.84583333333333,52.5291666666667,1,1986,0
"90","Calvatia gigantea",0.945833333333333,49.3708333333333,4,2020,0
"91","Calvatia gigantea",-4.5375,57.5708333333333,7,2012,0
"92","Calvatia gigantea",-9.2875,52.1708333333333,9,2012,0
"93","Calvatia gigantea",-1.6125,52.6708333333333,8,2018,0
"94","Calvatia gigantea",-1.7125,53.8791666666667,10,2019,0
"95","Calvatia gigantea",-5.20416666666667,50.1291666666667,12,1993,0
"96","Calvatia gigantea",-7.35416666666667,53.3125,9,2020,0
"97","Calvatia gigantea",-1.6625,49.3458333333333,4,2010,0
"98","Calvatia gigantea",-2.27083333333333,50.6458333333333,4,2014,0
"99","Calvatia gigantea",-9.87083333333333,54.2125,9,2017,0
"100","Calvatia gigantea",-5.99583333333333,55.9291666666667,12,2020,0
"101","Calvatia gigantea",-5.0625,57.5041666666667,12,1984,0
"102","Calvatia gigantea",-1.52083333333333,53.5625,5,1993,0
"103","Calvatia gigantea",-2.30416666666667,51.6625,4,2002,0
"104","Calvatia gigantea",-3.30416666666667,52.0041666666667,9,2005,0
"105","Calvatia gigantea",-9.02916666666667,53.4791666666667,3,1999,0
"106","Calvatia gigantea",-7.0375,55.0458333333333,6,1992,0
"107","Calvatia gigantea",-6.09583333333333,54.2875,11,2005,0
"108","Calvatia gigantea",-1.12916666666667,54.1125,7,2011,0
"109","Calvatia gigantea",-8.67916666666667,53.9125,3,1998,0
"110","Calvatia gigantea",-1.37083333333333,52.9291666666667,2,1996,0
"111","Calvatia gigantea",-3.0375,52.7458333333333,11,1994,0
"112","Calvatia gigantea",0.737499999999999,52.0791666666667,3,1986,0
"113","Calvatia gigantea",-0.870833333333334,53.2875,6,2018,0
"114","Calvatia gigantea",-0.9625,53.5541666666667,4,1985,0
"115","Calvatia gigantea",-0.6625,53.1958333333333,12,2014,0
"116","Calvatia gigantea",-6.82916666666667,52.6458333333333,12,1984,0
"117","Calvatia gigantea",-1.7875,51.8958333333333,11,1983,0
"118","Calvatia gigantea",-1.1875,52.9875,10,1998,0
"119","Calvatia gigantea",-3.77916666666667,51.8875,7,1981,0
"120","Calvatia gigantea",-2.67916666666667,52.8958333333333,4,1988,0
"121","Calvatia gigantea",1.7875,49.3291666666667,1,1988,0
"122","Calvatia gigantea",-8.95416666666667,54.1125,10,2008,0
"123","Calvatia gigantea",-3.07083333333333,52.1875,10,1992,0
"124","Calvatia gigantea",3.64583333333333,49.6541666666667,6,1998,0
"125","Calvatia gigantea",-6.3875,54.5958333333333,1,1997,0
"126","Calvatia gigantea",0.579166666666666,49.0541666666667,5,2002,0
"127","Calvatia gigantea",-0.295833333333334,53.8791666666667,7,2020,0
"128","Calvatia gigantea",-4.4875,56.1208333333333,11,2018,0
"129","Calvatia gigantea",-5.07916666666667,56.0291666666667,11,2010,0
"130","Calvatia gigantea",-2.62916666666667,51.5375,6,1994,0
"131","Calvatia gigantea",-4.4875,58.0208333333333,4,1997,0
"132","Calvatia gigantea",-8.05416666666667,54.6375,11,1995,0
"133","Calvatia gigantea",-3.5375,52.9291666666667,1,1983,0
"134","Calvatia gigantea",-0.545833333333334,51.1208333333333,11,2003,0
"135","Calvatia gigantea",-2.67083333333333,52.7958333333333,8,2018,0
"136","Calvatia gigantea",-7.89583333333333,53.4625,2,2007,0
"137","Calvatia gigantea",-4.17083333333333,51.1041666666667,6,2002,0
"138","Calvatia gigantea",-1.57083333333333,52.2208333333333,3,2013,0
"139","Calvatia gigantea",-3.99583333333333,52.4375,3,2008,0
"140","Calvatia gigantea",-4.87083333333333,55.1708333333333,8,2007,0
"141","Calvatia gigantea",-0.5875,50.9541666666667,7,1998,0
"142","Calvatia gigantea",-1.6625,53.2875,3,1990,0
"143","Calvatia gigantea",-3.37083333333333,57.5375,5,2019,0
"144","Calvatia gigantea",-0.0875000000000004,53.5291666666667,8,2013,0
"145","Calvatia gigantea",-2.09583333333333,52.2208333333333,10,2005,0
"146","Calvatia gigantea",-7.5625,52.8125,8,2008,0
"147","Calvatia gigantea",-8.2125,52.4041666666667,6,1999,0
"148","Calvatia gigantea",-7.44583333333333,55.1625,8,1987,0
"149","Calvatia gigantea",-7.4125,52.3625,2,2014,0
"150","Calvatia gigantea",-6.57083333333333,52.3791666666667,2,2008,0
"151","Calvatia gigantea",-2.35416666666667,54.2708333333333,12,2008,0
"152","Calvatia gigantea",-7.52916666666667,52.6791666666667,10,2019,0
"153","Calvatia gigantea",1.49583333333333,49.6791666666667,5,2019,0
"154","Calvatia gigantea",3.60416666666667,50.1208333333333,5,1990,0
"155","Calvatia gigantea",-0.829166666666667,53.6875,12,1984,0
"156","Calvatia gigantea",-2.57916666666667,54.8708333333333,3,1985,0
"157","Calvatia gigantea",-0.387500000000001,49.0291666666667,10,1989,0
"158","Calvatia gigantea",-0.8125,53.7375,5,1980,0
"159","Calvatia gigantea",-3.65416666666667,56.9291666666667,8,1985,0
"160","Calvatia gigantea",-8.79583333333333,53.5291666666667,8,2006,0
"161","Calvatia gigantea",-7.30416666666667,54.7791666666667,1,1980,0
"162","Calvatia gigantea",-0.0791666666666675,51.9541666666667,6,1980,0
"163","Calvatia gigantea",-2.3375,50.7458333333333,6,1981,0
"164","Calvatia gigantea",-0.154166666666667,52.5875,10,2012,0
"165","Calvatia gigantea",-3.59583333333333,54.9708333333333,5,2014,0
"166","Calvatia gigantea",-3.24583333333333,52.9541666666667,2,1998,0
"167","Calvatia gigantea",-0.495833333333334,49.3125,10,1986,0
"168","Calvatia gigantea",-2.4875,53.1791666666667,12,2016,0
"169","Calvatia gigantea",1.37916666666667,52.4375,12,1984,0
"170","Calvatia gigantea",-5.57083333333333,55.7291666666667,3,1980,0
"171","Calvatia gigantea",-3.3875,51.9625,8,1991,0
"172","Calvatia gigantea",-3.24583333333333,54.3375,7,2020,0
"173","Calvatia gigantea",2.8625,49.8791666666667,5,1988,0
"174","Calvatia gigantea",3.2125,49.9958333333333,12,2005,0
"175","Calvatia gigantea",-3.29583333333333,50.7958333333333,6,2013,0
"176","Calvatia gigantea",-2.14583333333333,55.1791666666667,4,1980,0
"177","Calvatia gigantea",-0.295833333333334,54.1041666666667,4,1988,0
"178","Calvatia gigantea",-4.57916666666667,56.1791666666667,4,2006,0
"179","Calvatia gigantea",-1.69583333333333,52.9791666666667,10,2006,0
"180","Calvatia gigantea",0.8125,52.6791666666667,12,1986,0
"181","Calvatia gigantea",2.09583333333333,49.8541666666667,12,1996,0
"182","Calvatia gigantea",-4.8625,56.7041666666667,3,1994,0
"183","Calvatia gigantea",-3.8125,57.4541666666667,6,2020,0
"184","Calvatia gigantea",-1.27083333333333,52.6125,11,2014,0
"185","Calvatia gigantea",1.2375,51.3041666666667,1,1992,0
"186","Calvatia gigantea",2.4375,50.9291666666667,10,1991,0
"187","Calvatia gigantea",0.645833333333334,51.6375,9,2001,0
"188","Calvatia gigantea",0.995833333333334,51.1208333333333,11,2006,0
"189","Calvatia gigantea",-8.2875,53.3708333333333,10,2013,0
"190","Calvatia gigantea",-2.65416666666667,55.1708333333333,1,1999,0
"191","Calvatia gigantea",-9.2875,54.2708333333333,12,2000,0
"192","Calvatia gigantea",-2.9125,55.9375,10,2011,0
"193","Calvatia gigantea",-4.47916666666667,58.4958333333333,12,1992,0
"194","Calvatia gigantea",-2.87916666666667,55.5208333333333,2,1987,0
"195","Calvatia gigantea",-1.74583333333333,51.8125,10,2018,0
"196","Calvatia gigantea",3.80416666666667,49.3958333333333,7,2003,0
"197","Calvatia gigantea",-1.97083333333333,51.9958333333333,8,1987,0
"198","Calvatia gigantea",-2.8875,56.7875,6,2002,0
"199","Calvatia gigantea",-6.3625,53.1625,10,1985,0
"200","Calvatia gigantea",-3.95416666666667,55.7041666666667,3,2007,0
"201","Calvatia gigantea",-6.6125,54.8458333333333,1,1992,0
"202","Calvatia gigantea",-8.6625,54.0708333333333,2,2016,0
"203","Calvatia gigantea",-3.72916666666667,58.1791666666667,11,2007,0
"204","Calvatia gigantea",-1.12916666666667,53.2208333333333,7,1984,0
"205","Calvatia gigantea",-5.87916666666667,54.8291666666667,5,1996,0
"206","Calvatia gigantea",-2.07916666666667,51.5458333333333,12,1999,0
"207","Calvatia gigantea",-3.5375,54.9708333333333,10,2000,0
"208","Calvatia gigantea",-7.79583333333333,54.8041666666667,9,1984,0
"209","Calvatia gigantea",-7.0875,53.4458333333333,2,1984,0
"210","Calvatia gigantea",-1.77083333333333,50.9708333333333,10,2002,0
"211","Calvatia gigantea",-8.25416666666667,53.8125,2,2002,0
"212","Calvatia gigantea",-2.70416666666667,57.0791666666667,6,2002,0
"213","Calvatia gigantea",2.10416666666667,50.2291666666667,8,2013,0
"214","Calvatia gigantea",-0.545833333333334,53.1875,8,2010,0
"215","Calvatia gigantea",2.9625,50.2291666666667,6,1986,0
"216","Calvatia gigantea",-4.3875,55.5125,3,1986,0
"217","Calvatia gigantea",-4.9875,51.7208333333333,2,2018,0
"218","Calvatia gigantea",-2.79583333333333,55.9458333333333,9,2009,0
"219","Calvatia gigantea",3.70416666666667,50.2791666666667,7,1991,0
"220","Calvatia gigantea",2.72916666666667,49.5125,8,2001,0
"221","Calvatia gigantea",-2.67916666666667,51.1541666666667,6,2000,0
"222","Calvatia gigantea",-1.1875,53.4958333333333,2,1999,0
"223","Calvatia gigantea",-5.2375,57.8958333333333,5,1983,0
"224","Calvatia gigantea",-1.90416666666667,51.5541666666667,8,2019,0
"225","Calvatia gigantea",2.69583333333333,50.3791666666667,10,2020,0
"226","Calvatia gigantea",-2.6875,52.0125,7,1995,0
"227","Calvatia gigantea",-9.2625,54.2458333333333,3,1990,0
"228","Calvatia gigantea",-3.05416666666667,52.3208333333333,4,1985,0
"229","Calvatia gigantea",-6.39583333333333,54.3541666666667,7,2009,0
"230","Calvatia gigantea",3.97916666666667,49.9125,1,2000,0
"231","Calvatia gigantea",-5.0625,57.9208333333333,10,2014,0
"232","Calvatia gigantea",-3.37916666666667,50.6208333333333,9,2005,0
"233","Calvatia gigantea",2.29583333333333,49.2708333333333,8,2005,0
"234","Calvatia gigantea",-3.3875,51.1375,7,2001,0
"235","Calvatia gigantea",-8.82916666666667,53.1625,7,2013,0
"236","Calvatia gigantea",-7.9875,52.4541666666667,1,2004,0
"237","Calvatia gigantea",-9.17083333333333,51.9541666666667,4,1986,0
"238","Calvatia gigantea",1.60416666666667,52.7708333333333,2,1994,0
"239","Calvatia gigantea",-3.22916666666667,54.9458333333333,10,2018,0
"240","Calvatia gigantea",-9.80416666666667,53.7541666666667,8,2011,0
"241","Calvatia gigantea",-7.35416666666667,57.4291666666667,7,2002,0
"242","Calvatia gigantea",-9.12083333333333,52.8458333333333,4,2013,0
"243","Calvatia gigantea",-2.22916666666667,52.2125,1,2009,0
"244","Calvatia gigantea",2.75416666666667,50.9125,9,2002,0
"245","Calvatia gigantea",-7.87916666666667,52.0958333333333,4,1993,0
"246","Calvatia gigantea",-2.60416666666667,56.9208333333333,7,1997,0
"247","Calvatia gigantea",2.7375,51.1208333333333,8,1985,0
"248","Calvatia gigantea",-2.64583333333333,56.7291666666667,1,2000,0
"249","Calvatia gigantea",-2.6375,52.0291666666667,1,1981,0
"250","Calvatia gigantea",-2.5875,56.9125,3,2019,0
"251","Calvatia gigantea",-3.39583333333333,57.6375,7,1999,0
"252","Calvatia gigantea",-2.37083333333333,54.0208333333333,3,2008,0
"253","Calvatia gigantea",1.3125,49.1541666666667,12,2016,0
"254","Calvatia gigantea",-4.15416666666667,54.8458333333333,2,1982,0
"255","Calvatia gigantea",-9.37916666666667,54.2458333333333,10,2013,0
"256","Calvatia gigantea",-2.75416666666667,51.1541666666667,7,2016,0
"257","Calvatia gigantea",-8.22083333333333,55.0458333333333,12,1995,0
"258","Calvatia gigantea",-8.67916666666667,52.2125,5,2012,0
"259","Calvatia gigantea",-1.12083333333333,50.9875,8,2010,0
"260","Calvatia gigantea",-9.67083333333333,53.5458333333333,4,1999,0
"261","Calvatia gigantea",-7.59583333333333,53.6875,10,2008,0
"262","Calvatia gigantea",3.4125,49.4625,11,2002,0
"263","Calvatia gigantea",-9.5125,54.1708333333333,10,1990,0
"264","Calvatia gigantea",1.3375,51.9708333333333,3,1993,0
"265","Calvatia gigantea",-7.77083333333333,54.0041666666667,1,2017,0
"266","Calvatia gigantea",-6.29583333333333,53.1625,2,2004,0
"267","Calvatia gigantea",2.14583333333333,49.4791666666667,2,2010,0
"268","Calvatia gigantea",-8.42083333333333,51.8291666666667,6,2010,0
"269","Calvatia gigantea",-6.14583333333333,56.5041666666667,1,1982,0
"270","Calvatia gigantea",-6.2125,58.4458333333333,7,1994,0
"271","Calvatia gigantea",-2.97083333333333,52.7708333333333,3,1990,0
"272","Calvatia gigantea",3.6875,50.9208333333333,6,1997,0
"273","Calvatia gigantea",0.8375,52.0791666666667,5,1999,0
"274","Calvatia gigantea",0.9125,52.3791666666667,9,2003,0
"275","Calvatia gigantea",-2.14583333333333,53.9708333333333,2,2005,0
"276","Calvatia gigantea",-4.02916666666667,56.6875,3,1996,0
"277","Calvatia gigantea",-3.22083333333333,55.0375,6,2019,0
"278","Calvatia gigantea",-0.770833333333334,52.5958333333333,7,2018,0
"279","Calvatia gigantea",-3.35416666666667,58.2875,6,2019,0
"280","Calvatia gigantea",-0.7875,52.9375,8,1997,0
"281","Calvatia gigantea",1.3625,52.2458333333333,8,2013,0
"282","Calvatia gigantea",0.612499999999999,49.3791666666667,8,1990,0
"283","Calvatia gigantea",-6.8875,55.0291666666667,10,1989,0
"284","Calvatia gigantea",-1.02083333333333,52.7375,12,1985,0
"285","Calvatia gigantea",-1.9125,54.2708333333333,5,1993,0
"286","Calvatia gigantea",-1.72083333333333,54.5875,10,2011,0
"287","Calvatia gigantea",3.67083333333333,50.4541666666667,12,1980,0
"288","Calvatia gigantea",-0.654166666666667,49.0708333333333,7,1982,0
"289","Calvatia gigantea",-3.60416666666667,55.3458333333333,2,2002,0
"290","Calvatia gigantea",-4.6125,55.1125,12,1999,0
"291","Calvatia gigantea",-1.00416666666667,51.2458333333333,2,1985,0
"292","Calvatia gigantea",1.75416666666667,49.6125,6,2019,0
"293","Calvatia gigantea",-2.09583333333333,55.6208333333333,9,2003,0
"294","Calvatia gigantea",-3.79583333333333,54.9375,7,2000,0
"295","Calvatia gigantea",-2.69583333333333,53.8375,6,2003,0
"296","Calvatia gigantea",-2.84583333333333,52.6541666666667,9,1998,0
"297","Calvatia gigantea",-3.00416666666667,52.4291666666667,3,1985,0
"298","Calvatia gigantea",0.645833333333334,52.2458333333333,9,1984,0
"299","Calvatia gigantea",-9.05416666666667,53.4291666666667,6,1980,0
"300","Calvatia gigantea",1.82083333333333,50.6375,12,2019,0
"301","Calvatia gigantea",-7.40416666666667,52.3125,3,2008,0
"302","Calvatia gigantea",-3.2375,56.5541666666667,7,2016,0
"303","Calvatia gigantea",-9.0125,53.5791666666667,7,2007,0
"304","Calvatia gigantea",-2.00416666666667,51.0041666666667,8,2018,0
"305","Calvatia gigantea",-2.57916666666667,52.2125,1,1997,0
"306","Calvatia gigantea",-4.94583333333333,56.1625,10,2009,0
"307","Calvatia gigantea",-8.45416666666667,52.4875,1,1992,0
"308","Calvatia gigantea",3.17916666666667,50.5208333333333,7,1989,0
"309","Calvatia gigantea",-2.7875,55.8041666666667,11,2018,0
"310","Calvatia gigantea",2.5875,50.0125,9,1991,0
"311","Calvatia gigantea",-0.237500000000001,53.4708333333333,2,1992,0
"312","Calvatia gigantea",3.37916666666667,49.1458333333333,5,2002,0
"313","Calvatia gigantea",-7.97916666666667,53.2375,1,1982,0
"314","Calvatia gigantea",-1.3625,54.4541666666667,12,2016,0
"315","Calvatia gigantea",-2.5875,53.0625,3,1992,0
"316","Calvatia gigantea",-9.80416666666667,52.3208333333333,4,1999,0
"317","Calvatia gigantea",2.3625,50.0375,3,1983,0
"318","Calvatia gigantea",0.745833333333334,52.6958333333333,5,2013,0
"319","Calvatia gigantea",-1.77083333333333,51.1458333333333,5,2003,0
"320","Calvatia gigantea",-3.8875,52.7208333333333,7,1989,0
"321","Calvatia gigantea",-3.84583333333333,50.6708333333333,1,1980,0
"322","Calvatia gigantea",-2.12916666666667,53.1291666666667,7,2018,0
"323","Calvatia gigantea",-4.02083333333333,50.6791666666667,7,2004,0
"324","Calvatia gigantea",-1.27916666666667,51.4958333333333,11,1980,0
"325","Calvatia gigantea",-3.1625,56.3291666666667,5,2012,0
"326","Calvatia gigantea",-4.25416666666667,50.6541666666667,12,1987,0
"327","Calvatia gigantea",-3.99583333333333,54.7708333333333,12,1988,0
"328","Calvatia gigantea",-3.95416666666667,57.7125,4,1994,0
"329","Calvatia gigantea",-4.52083333333333,55.4541666666667,9,2017,0
"330","Calvatia gigantea",-1.25416666666667,54.4041666666667,9,1981,0
"331","Calvatia gigantea",-8.02916666666667,52.5541666666667,11,2013,0
"332","Calvatia gigantea",1.17916666666667,52.5791666666667,3,1990,0
"333","Calvatia gigantea",-3.3625,52.1791666666667,9,2012,0
"334","Calvatia gigantea",2.07916666666667,50.4041666666667,9,2011,0
"335","Calvatia gigantea",-2.54583333333333,52.5791666666667,8,2013,0
"336","Calvatia gigantea",-3.15416666666667,54.9791666666667,4,2017,0
"337","Calvatia gigantea",3.47083333333333,49.4291666666667,9,1993,0
"338","Calvatia gigantea",-4.12083333333333,50.7958333333333,10,2017,0
"339","Calvatia gigantea",-9.29583333333333,51.8208333333333,12,1982,0
"340","Calvatia gigantea",-3.0625,52.1125,12,1994,0
"341","Calvatia gigantea",-2.2125,50.7375,11,2017,0
"342","Calvatia gigantea",-9.5125,51.7458333333333,10,1997,0
"343","Calvatia gigantea",-3.27083333333333,54.6708333333333,1,2008,0
"344","Calvatia gigantea",-0.195833333333333,52.1958333333333,6,2008,0
"345","Calvatia gigantea",-0.629166666666666,52.1041666666667,4,2009,0
"346","Calvatia gigantea",-8.64583333333333,52.0875,7,2008,0
"347","Calvatia gigantea",-9.64583333333333,53.5291666666667,5,1992,0
"348","Calvatia gigantea",-2.37916666666667,56.8791666666667,9,1994,0
"349","Calvatia gigantea",-0.904166666666667,51.0125,4,2016,0
"350","Calvatia gigantea",-0.879166666666666,51.4708333333333,12,2006,0
"351","Calvatia gigantea",-6.4875,55.1291666666667,9,2017,0
"352","Calvatia gigantea",-6.89583333333333,52.6041666666667,2,2011,0
"353","Calvatia gigantea",-7.1625,53.1708333333333,12,2010,0
"354","Calvatia gigantea",-0.670833333333334,52.6791666666667,5,2003,0
"355","Calvatia gigantea",0.0875000000000004,52.6375,4,2015,0
"356","Calvatia gigantea",1.5375,49.9958333333333,5,1990,0
"357","Calvatia gigantea",1.45416666666667,52.1708333333333,4,2006,0
"358","Calvatia gigantea",-1.17083333333333,51.0208333333333,8,2017,0
"359","Calvatia gigantea",-0.404166666666667,52.5791666666667,1,2002,0
"360","Calvatia gigantea",0.779166666666667,51.2625,1,1984,0
"361","Calvatia gigantea",-2.30416666666667,54.7125,9,2012,0
"362","Calvatia gigantea",-9.15416666666667,53.5458333333333,9,2003,0
"363","Calvatia gigantea",-5.80416666666667,57.8541666666667,4,1996,0
"364","Calvatia gigantea",-1.85416666666667,53.1291666666667,6,2020,0
"365","Calvatia gigantea",-8.12083333333333,52.9958333333333,1,2020,0
"366","Calvatia gigantea",-3.4125,54.8041666666667,8,2005,0
"367","Calvatia gigantea",-3.19583333333333,51.0041666666667,11,1997,0
"368","Calvatia gigantea",-4.6625,57.3541666666667,6,2012,0
"369","Calvatia gigantea",3.85416666666667,49.9458333333333,8,2020,0
"370","Calvatia gigantea",1.22083333333333,52.2875,11,2018,0
"371","Calvatia gigantea",-1.49583333333333,60.2375,9,2010,0
"372","Calvatia gigantea",-9.30416666666667,54.1208333333333,8,1983,0
"373","Calvatia gigantea",-8.79583333333333,53.9458333333333,5,1994,0
"374","Calvatia gigantea",-3.52916666666667,52.5458333333333,9,1992,0
"375","Calvatia gigantea",-3.09583333333333,55.7708333333333,6,2002,0
"376","Calvatia gigantea",-5.30416666666667,56.8208333333333,12,2011,0
"377","Calvatia gigantea",-4.25416666666667,56.5458333333333,1,2020,0
"378","Calvatia gigantea",1.7625,49.5875,11,1992,0
"379","Calvatia gigantea",2.87916666666667,49.2208333333333,6,1988,0
"380","Calvatia gigantea",-4.92083333333333,57.1125,1,2014,0
"381","Calvatia gigantea",-0.1875,53.7458333333333,4,1980,0
"382","Calvatia gigantea",-8.0375,54.6458333333333,11,1997,0
"383","Calvatia gigantea",-3.44583333333333,51.8958333333333,8,1997,0
"384","Calvatia gigantea",3.94583333333333,50.0125,7,2001,0
"385","Calvatia gigantea",0.5625,49.5458333333333,5,1999,0
"386","Calvatia gigantea",-6.6625,55.1625,1,1990,0
"387","Calvatia gigantea",-7.14583333333333,54.3375,5,1991,0
"388","Calvatia gigantea",0.945833333333333,51.2291666666667,1,2018,0
"389","Calvatia gigantea",1.37916666666667,52.7625,11,2012,0
"390","Calvatia gigantea",-6.7625,53.5041666666667,10,2012,0
"391","Calvatia gigantea",-0.862500000000001,51.1875,3,1993,0
"392","Calvatia gigantea",-3.49583333333333,51.4625,10,2011,0
"393","Calvatia gigantea",-2.2125,53.8791666666667,1,2016,0
"394","Calvatia gigantea",1.89583333333333,50.5791666666667,12,1999,0
"395","Calvatia gigantea",-3.5625,51.5375,4,1981,0
"396","Calvatia gigantea",1.02916666666667,52.8708333333333,10,1995,0
"397","Calvatia gigantea",-6.3625,55.2125,9,1992,0
"398","Calvatia gigantea",-3.52916666666667,57.2208333333333,1,1998,0
"399","Calvatia gigantea",-8.0625,51.8958333333333,12,1983,0
"400","Calvatia gigantea",-1.1625,53.3708333333333,6,1987,0
